record_id,date,year,month,city,state,country,latitude,longitude,temperature,humidity,rainfall,wind_speed,pressure,weather_condition,disaster_type,disaster_risk_level,river_level,soil_moisture,alert_status,response_action
REC_2162,2024-02-20,2024,2,Los Angeles,California,USA,34.0522,-118.2437,23.4,85,70.5,11.0,1031,Fog,None,Low,3.0,77,Normal,No Action
REC_2163,2024-03-24,2024,3,Sydney,NSW,Australia,-33.8688,151.2093,-3.8,74,5.5,78.4,990,Thunderstorm,None,Low,4.3,74,Normal,No Action
REC_2164,2023-05-14,2023,5,Los Angeles,California,USA,34.0522,-118.2437,40.4,96,12.5,85.3,1011,Clear,Heatwave,High,3.2,54,Warning,Alert Public
REC_2165,2023-07-22,2023,7,Moscow,Moscow,Russia,55.7558,37.6173,4.4,93,124.7,43.9,989,Fog,None,Low,3.5,60,Normal,No Action
REC_2166,2023-03-11,2023,3,Cairo,Cairo,Egypt,30.0444,31.2357,15.3,64,145.7,79.5,992,Cloudy,None,Low,4.5,51,Normal,No Action
REC_2167,2024-07-11,2024,7,New York,New York,USA,40.7128,-74.006,1.3,93,144.7,8.9,1043,Thunderstorm,Cyclone,High,0.9,56,Warning,Alert Public
REC_2168,2024-09-12,2024,9,Moscow,Moscow,Russia,55.7558,37.6173,15.9,83,6.6,106.5,1048,Rain,Storm,High,8.9,41,Warning,Alert Public
REC_2169,2024-03-04,2024,3,Beijing,Beijing,China,39.9042,116.4074,34.6,76,30.9,108.8,1001,Rain,Cyclone,Medium,2.2,71,Watch,Monitor
REC_2170,2024-03-22,2024,3,Mumbai,Maharashtra,India,19.076,72.8777,33.9,54,76.2,27.0,1028,Clear,None,Low,6.1,12,Normal,No Action
REC_2171,2024-09-21,2024,9,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-6.9,10,79.0,98.9,1049,Thunderstorm,Cyclone,Medium,9.4,55,Watch,Monitor
REC_2172,2023-01-15,2023,1,New York,New York,USA,40.7128,-74.006,9.4,76,111.7,4.3,955,Cloudy,None,Low,4.9,68,Normal,No Action
REC_2173,2023-02-22,2023,2,Cairo,Cairo,Egypt,30.0444,31.2357,17.0,67,119.4,20.8,969,Rain,None,Low,5.3,38,Normal,No Action
REC_2174,2024-02-22,2024,2,London,England,UK,51.5074,-0.1278,-9.5,61,190.1,26.4,989,Fog,None,Low,7.8,22,Normal,No Action
REC_2175,2024-06-26,2024,6,Beijing,Beijing,China,39.9042,116.4074,1.3,89,178.6,29.6,1021,Clear,Drought,Medium,5.9,29,Watch,Monitor
REC_2176,2024-12-18,2024,12,Moscow,Moscow,Russia,55.7558,37.6173,14.8,88,127.4,105.6,958,Thunderstorm,Storm,Critical,6.5,85,Emergency,Evacuation Support
REC_2177,2024-12-09,2024,12,Toronto,Ontario,Canada,43.651,-79.347,35.7,10,128.1,6.2,1025,Rain,Flood,Medium,9.3,81,Watch,Monitor
REC_2178,2023-02-02,2023,2,Dubai,Dubai,UAE,25.2048,55.2708,15.5,47,102.3,83.6,1014,Thunderstorm,Cyclone,High,4.2,62,Warning,Alert Public
REC_2179,2024-08-05,2024,8,Los Angeles,California,USA,34.0522,-118.2437,15.3,52,143.8,73.8,1007,Clear,None,Low,1.8,39,Normal,No Action
REC_2180,2023-12-12,2023,12,Cairo,Cairo,Egypt,30.0444,31.2357,20.7,87,171.2,42.5,1003,Thunderstorm,Flood,High,8.4,31,Warning,Alert Public
REC_2181,2023-04-26,2023,4,New York,New York,USA,40.7128,-74.006,11.6,13,62.1,106.9,1041,Rain,Cyclone,Critical,1.0,29,Emergency,Evacuation Support
REC_2182,2024-10-05,2024,10,Tokyo,Tokyo,Japan,35.6762,139.6503,28.7,36,44.8,84.9,955,Thunderstorm,Storm,Medium,1.1,36,Watch,Monitor
REC_2183,2023-03-05,2023,3,Beijing,Beijing,China,39.9042,116.4074,33.9,56,145.4,67.4,969,Cloudy,None,Low,2.0,33,Normal,No Action
REC_2184,2024-04-21,2024,4,Moscow,Moscow,Russia,55.7558,37.6173,31.6,78,84.5,63.9,958,Clear,None,Low,5.2,75,Normal,No Action
REC_2185,2024-09-02,2024,9,Beijing,Beijing,China,39.9042,116.4074,15.9,45,58.9,21.8,1037,Snow,None,Low,4.7,18,Normal,No Action
REC_2186,2023-05-23,2023,5,Dubai,Dubai,UAE,25.2048,55.2708,26.3,33,46.6,89.2,975,Thunderstorm,Cyclone,Critical,7.4,6,Emergency,Evacuation Support
REC_2187,2024-12-03,2024,12,New York,New York,USA,40.7128,-74.006,31.8,69,28.9,10.9,1035,Thunderstorm,None,Low,1.9,92,Normal,No Action
REC_2188,2024-11-20,2024,11,London,England,UK,51.5074,-0.1278,36.7,59,145.2,63.5,1045,Rain,Flood,Medium,9.8,61,Watch,Monitor
REC_2189,2023-12-16,2023,12,Paris,Ile-de-France,France,48.8566,2.3522,7.2,49,3.3,64.8,957,Thunderstorm,Flood,High,8.5,61,Warning,Alert Public
REC_2190,2024-09-10,2024,9,Sydney,NSW,Australia,-33.8688,151.2093,20.1,17,14.0,20.1,996,Clear,None,Low,1.8,65,Normal,No Action
REC_2191,2024-12-18,2024,12,Los Angeles,California,USA,34.0522,-118.2437,15.8,73,170.1,68.3,1036,Rain,Flood,Critical,8.7,77,Emergency,Evacuation Support
REC_2192,2023-10-25,2023,10,New York,New York,USA,40.7128,-74.006,29.2,43,111.0,16.2,981,Clear,Landslide,High,4.1,83,Warning,Alert Public
REC_2193,2023-05-17,2023,5,Paris,Ile-de-France,France,48.8566,2.3522,-4.5,100,103.3,26.2,982,Clear,Drought,High,8.0,48,Warning,Alert Public
REC_2194,2024-05-28,2024,5,Cairo,Cairo,Egypt,30.0444,31.2357,-4.4,68,67.5,9.4,1024,Rain,Landslide,High,9.0,21,Warning,Alert Public
REC_2195,2023-09-24,2023,9,Beijing,Beijing,China,39.9042,116.4074,3.7,47,66.1,81.5,967,Rain,Cyclone,High,4.0,95,Warning,Alert Public
REC_2196,2023-05-05,2023,5,Tokyo,Tokyo,Japan,35.6762,139.6503,18.3,21,86.9,21.7,983,Rain,None,Low,2.2,50,Normal,No Action
REC_2197,2024-04-27,2024,4,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,42.3,78,92.4,118.8,965,Clear,Heatwave,Medium,3.6,21,Watch,Monitor
REC_2198,2023-07-12,2023,7,Tokyo,Tokyo,Japan,35.6762,139.6503,-9.8,21,92.9,72.2,1006,Cloudy,Landslide,High,8.9,49,Warning,Alert Public
REC_2199,2024-06-24,2024,6,Mumbai,Maharashtra,India,19.076,72.8777,-6.4,90,103.7,67.1,1026,Rain,None,Low,3.0,27,Normal,No Action
REC_2200,2024-10-28,2024,10,Dubai,Dubai,UAE,25.2048,55.2708,2.8,31,134.4,29.4,1014,Clear,Drought,High,4.1,63,Warning,Alert Public
REC_2201,2023-10-19,2023,10,Singapore,Singapore,Singapore,1.3521,103.8198,30.3,60,113.4,10.8,1024,Thunderstorm,None,Low,2.5,51,Normal,No Action
REC_2202,2023-01-27,2023,1,Cairo,Cairo,Egypt,30.0444,31.2357,20.4,55,103.2,55.8,992,Clear,Landslide,Medium,1.2,7,Watch,Monitor
REC_2203,2024-03-15,2024,3,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-6.5,48,55.7,14.7,1046,Thunderstorm,Flood,Critical,9.2,73,Emergency,Evacuation Support
REC_2204,2024-03-31,2024,3,Tokyo,Tokyo,Japan,35.6762,139.6503,0.5,55,60.0,42.8,981,Fog,None,Low,1.0,35,Normal,No Action
REC_2205,2023-12-29,2023,12,Cape Town,Western Cape,South Africa,-33.9249,18.4241,13.2,29,6.8,17.1,1046,Cloudy,None,Low,3.9,44,Normal,No Action
REC_2206,2023-01-08,2023,1,New York,New York,USA,40.7128,-74.006,4.9,36,186.3,77.4,1033,Clear,None,Low,1.8,61,Normal,No Action
REC_2207,2023-06-02,2023,6,Cairo,Cairo,Egypt,30.0444,31.2357,25.3,57,23.8,41.2,1014,Snow,None,Low,8.7,48,Normal,No Action
REC_2208,2024-08-27,2024,8,Los Angeles,California,USA,34.0522,-118.2437,17.8,10,138.9,25.1,961,Thunderstorm,None,Low,3.8,62,Normal,No Action
REC_2209,2024-03-10,2024,3,Cape Town,Western Cape,South Africa,-33.9249,18.4241,41.1,86,193.9,74.7,955,Clear,Heatwave,Critical,5.7,32,Emergency,Evacuation Support
REC_2210,2024-04-27,2024,4,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,1.5,32,116.1,49.1,1008,Snow,None,Low,6.7,84,Normal,No Action
REC_2211,2024-02-27,2024,2,Tokyo,Tokyo,Japan,35.6762,139.6503,25.8,76,121.6,94.7,1034,Thunderstorm,Storm,Medium,6.6,50,Watch,Monitor
REC_2212,2024-01-08,2024,1,Cairo,Cairo,Egypt,30.0444,31.2357,37.4,80,163.8,1.3,1046,Thunderstorm,Cyclone,Critical,4.6,15,Emergency,Evacuation Support
REC_2213,2024-03-14,2024,3,Mumbai,Maharashtra,India,19.076,72.8777,18.1,100,40.3,39.5,1008,Rain,None,Low,4.8,13,Normal,No Action
REC_2214,2024-11-04,2024,11,Cape Town,Western Cape,South Africa,-33.9249,18.4241,25.7,43,33.3,50.0,1045,Fog,None,Low,3.5,19,Normal,No Action
REC_2215,2024-07-12,2024,7,Los Angeles,California,USA,34.0522,-118.2437,37.3,41,3.9,44.5,989,Cloudy,None,Low,5.1,58,Normal,No Action
REC_2216,2023-10-09,2023,10,Dubai,Dubai,UAE,25.2048,55.2708,12.6,79,163.0,102.5,1012,Thunderstorm,Cyclone,Medium,7.0,18,Watch,Monitor
REC_2217,2023-02-27,2023,2,Los Angeles,California,USA,34.0522,-118.2437,11.6,31,13.3,77.0,1050,Clear,None,Low,6.8,9,Normal,No Action
REC_2218,2024-11-20,2024,11,Cape Town,Western Cape,South Africa,-33.9249,18.4241,27.2,23,104.3,93.2,997,Thunderstorm,Storm,High,2.5,82,Warning,Alert Public
REC_2219,2024-07-26,2024,7,Tokyo,Tokyo,Japan,35.6762,139.6503,23.0,48,180.4,13.9,1040,Rain,Flood,High,8.1,50,Warning,Alert Public
REC_2220,2023-10-30,2023,10,Mumbai,Maharashtra,India,19.076,72.8777,38.9,69,158.5,115.9,1025,Rain,Flood,High,9.2,46,Warning,Alert Public
REC_2221,2024-02-17,2024,2,New York,New York,USA,40.7128,-74.006,24.8,100,189.7,12.4,1005,Fog,None,Low,3.2,85,Normal,No Action
REC_2222,2023-09-21,2023,9,Moscow,Moscow,Russia,55.7558,37.6173,10.0,98,101.5,0.0,957,Rain,Flood,Critical,8.3,81,Emergency,Evacuation Support
REC_2223,2023-05-11,2023,5,Beijing,Beijing,China,39.9042,116.4074,2.9,43,52.4,19.3,951,Thunderstorm,Landslide,High,5.9,84,Warning,Alert Public
REC_2224,2024-12-15,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,39.2,58,81.4,24.6,1043,Snow,None,Low,0.7,66,Normal,No Action
REC_2225,2024-02-21,2024,2,Tokyo,Tokyo,Japan,35.6762,139.6503,-0.9,80,131.3,26.6,1009,Snow,None,Low,1.8,72,Normal,No Action
REC_2226,2024-07-19,2024,7,Beijing,Beijing,China,39.9042,116.4074,34.6,26,155.4,72.5,982,Rain,Storm,Medium,1.6,87,Watch,Monitor
REC_2227,2024-12-01,2024,12,Dubai,Dubai,UAE,25.2048,55.2708,3.2,81,173.9,114.4,999,Rain,Storm,Medium,5.2,91,Watch,Monitor
REC_2228,2023-03-30,2023,3,Toronto,Ontario,Canada,43.651,-79.347,19.2,47,65.0,98.8,995,Rain,Storm,High,7.4,90,Warning,Alert Public
REC_2229,2024-02-05,2024,2,Dubai,Dubai,UAE,25.2048,55.2708,-3.8,20,74.4,90.2,994,Thunderstorm,Cyclone,Medium,9.7,49,Watch,Monitor
REC_2230,2023-01-15,2023,1,Singapore,Singapore,Singapore,1.3521,103.8198,21.8,65,123.6,85.4,1004,Rain,Flood,Medium,8.8,35,Watch,Monitor
REC_2231,2024-12-30,2024,12,Toronto,Ontario,Canada,43.651,-79.347,33.9,73,64.8,19.4,1005,Snow,None,Low,7.0,48,Normal,No Action
REC_2232,2023-02-20,2023,2,Singapore,Singapore,Singapore,1.3521,103.8198,17.3,84,51.6,81.2,990,Rain,Storm,Medium,6.6,76,Watch,Monitor
REC_2233,2024-01-01,2024,1,Cairo,Cairo,Egypt,30.0444,31.2357,24.4,66,47.0,113.3,1009,Thunderstorm,Storm,High,0.7,36,Warning,Alert Public
REC_2234,2023-12-23,2023,12,Dubai,Dubai,UAE,25.2048,55.2708,15.4,15,179.2,108.5,1022,Thunderstorm,Storm,Medium,4.4,67,Watch,Monitor
REC_2235,2024-03-21,2024,3,Tokyo,Tokyo,Japan,35.6762,139.6503,-4.4,57,138.2,56.7,1002,Thunderstorm,None,Low,1.8,39,Normal,No Action
REC_2236,2024-06-28,2024,6,London,England,UK,51.5074,-0.1278,15.0,22,26.7,114.3,958,Thunderstorm,Cyclone,Critical,7.2,10,Emergency,Evacuation Support
REC_2237,2024-10-08,2024,10,Singapore,Singapore,Singapore,1.3521,103.8198,-5.2,86,17.4,73.4,981,Rain,None,Low,4.2,51,Normal,No Action
REC_2238,2023-03-18,2023,3,Los Angeles,California,USA,34.0522,-118.2437,-4.0,50,72.1,89.8,1038,Thunderstorm,Storm,Medium,8.5,69,Watch,Monitor
REC_2239,2024-10-26,2024,10,Paris,Ile-de-France,France,48.8566,2.3522,4.0,12,145.3,83.3,956,Thunderstorm,Cyclone,High,3.5,78,Warning,Alert Public
REC_2240,2023-06-21,2023,6,Singapore,Singapore,Singapore,1.3521,103.8198,36.2,93,64.5,97.4,1022,Rain,Cyclone,Medium,7.8,58,Watch,Monitor
REC_2241,2024-08-17,2024,8,Mumbai,Maharashtra,India,19.076,72.8777,15.5,81,30.8,34.3,983,Clear,None,Low,5.9,92,Normal,No Action
REC_2242,2023-08-30,2023,8,Singapore,Singapore,Singapore,1.3521,103.8198,30.6,55,76.7,56.5,1039,Cloudy,Landslide,High,2.0,46,Warning,Alert Public
REC_2243,2023-12-28,2023,12,New York,New York,USA,40.7128,-74.006,-3.8,77,188.3,105.3,1014,Rain,Cyclone,Critical,3.9,95,Emergency,Evacuation Support
REC_2244,2023-10-31,2023,10,Los Angeles,California,USA,34.0522,-118.2437,-1.9,20,71.9,76.8,950,Thunderstorm,Storm,Critical,2.4,77,Emergency,Evacuation Support
REC_2245,2024-10-19,2024,10,London,England,UK,51.5074,-0.1278,-7.3,42,194.4,59.1,1042,Thunderstorm,None,Low,5.8,65,Normal,No Action
REC_2246,2024-01-24,2024,1,Toronto,Ontario,Canada,43.651,-79.347,37.6,31,62.7,100.4,955,Thunderstorm,Cyclone,Medium,8.1,32,Watch,Monitor
REC_2247,2023-05-22,2023,5,London,England,UK,51.5074,-0.1278,14.1,22,132.3,112.3,1050,Rain,Cyclone,High,1.3,18,Warning,Alert Public
REC_2248,2023-08-03,2023,8,Sydney,NSW,Australia,-33.8688,151.2093,27.3,62,144.7,53.4,963,Thunderstorm,Flood,Critical,1.3,38,Emergency,Evacuation Support
REC_2249,2023-06-18,2023,6,Tokyo,Tokyo,Japan,35.6762,139.6503,36.6,25,21.2,74.7,1043,Thunderstorm,None,Low,1.4,82,Normal,No Action
REC_2250,2023-12-13,2023,12,Sydney,NSW,Australia,-33.8688,151.2093,41.2,24,195.9,81.5,996,Rain,Cyclone,Critical,1.9,29,Emergency,Evacuation Support
REC_2251,2023-03-05,2023,3,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-1.4,53,167.6,1.4,1001,Thunderstorm,Flood,Medium,8.3,83,Watch,Monitor
REC_2252,2024-01-20,2024,1,Los Angeles,California,USA,34.0522,-118.2437,5.1,62,20.0,84.9,1044,Rain,Cyclone,Medium,6.8,16,Watch,Monitor
REC_2253,2023-06-12,2023,6,Beijing,Beijing,China,39.9042,116.4074,3.5,19,97.7,68.1,978,Snow,None,Low,2.8,93,Normal,No Action
REC_2254,2024-05-09,2024,5,Los Angeles,California,USA,34.0522,-118.2437,18.3,21,154.1,15.9,1003,Rain,None,Low,4.3,7,Normal,No Action
REC_2255,2023-10-16,2023,10,Los Angeles,California,USA,34.0522,-118.2437,43.4,19,130.3,52.4,962,Thunderstorm,Flood,High,8.5,95,Warning,Alert Public
REC_2256,2024-02-01,2024,2,Mumbai,Maharashtra,India,19.076,72.8777,38.7,18,151.1,42.2,1004,Clear,None,Low,6.1,71,Normal,No Action
REC_2257,2024-05-24,2024,5,London,England,UK,51.5074,-0.1278,28.7,49,148.4,8.0,1021,Clear,Drought,Medium,2.8,41,Watch,Monitor
REC_2258,2024-03-29,2024,3,Dubai,Dubai,UAE,25.2048,55.2708,-1.2,29,37.9,7.8,1045,Clear,None,Low,8.9,36,Normal,No Action
REC_2259,2024-12-13,2024,12,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,25.0,44,6.1,95.9,990,Thunderstorm,Storm,High,5.7,36,Warning,Alert Public
REC_2260,2024-06-28,2024,6,Sydney,NSW,Australia,-33.8688,151.2093,8.0,40,160.1,119.8,996,Thunderstorm,Storm,High,5.2,16,Warning,Alert Public
REC_2261,2023-03-28,2023,3,Singapore,Singapore,Singapore,1.3521,103.8198,42.5,50,59.9,100.8,1039,Thunderstorm,Cyclone,Critical,7.5,83,Emergency,Evacuation Support
REC_2262,2024-12-13,2024,12,Toronto,Ontario,Canada,43.651,-79.347,-9.4,12,40.9,40.9,1026,Rain,Cyclone,High,3.6,61,Warning,Alert Public
REC_2263,2024-05-14,2024,5,Singapore,Singapore,Singapore,1.3521,103.8198,32.3,43,104.8,119.8,994,Rain,Cyclone,High,6.5,36,Warning,Alert Public
REC_2264,2024-03-12,2024,3,New York,New York,USA,40.7128,-74.006,15.4,89,162.6,77.2,952,Rain,Flood,High,9.2,60,Warning,Alert Public
REC_2265,2023-01-05,2023,1,Sydney,NSW,Australia,-33.8688,151.2093,27.2,36,59.8,58.5,1050,Thunderstorm,Landslide,Medium,9.9,45,Watch,Monitor
REC_2266,2024-05-14,2024,5,New York,New York,USA,40.7128,-74.006,6.9,10,102.5,9.2,1008,Snow,None,Low,1.5,48,Normal,No Action
REC_2267,2024-12-06,2024,12,Toronto,Ontario,Canada,43.651,-79.347,41.9,49,56.7,13.7,1013,Snow,None,Low,3.0,29,Normal,No Action
REC_2268,2024-03-04,2024,3,Cape Town,Western Cape,South Africa,-33.9249,18.4241,29.6,96,164.1,35.1,1050,Thunderstorm,Flood,High,4.2,50,Warning,Alert Public
REC_2269,2024-06-22,2024,6,New York,New York,USA,40.7128,-74.006,-8.1,37,83.1,72.3,980,Cloudy,None,Low,4.9,6,Normal,No Action
REC_2270,2024-09-08,2024,9,Mumbai,Maharashtra,India,19.076,72.8777,19.2,46,177.7,7.1,977,Fog,None,Low,5.2,42,Normal,No Action
REC_2271,2023-06-30,2023,6,Tokyo,Tokyo,Japan,35.6762,139.6503,17.7,61,12.7,118.3,975,Rain,Cyclone,Critical,2.6,66,Emergency,Evacuation Support
REC_2272,2024-05-09,2024,5,London,England,UK,51.5074,-0.1278,-3.1,66,40.2,49.2,1042,Thunderstorm,None,Low,9.0,18,Normal,No Action
REC_2273,2024-04-16,2024,4,Mumbai,Maharashtra,India,19.076,72.8777,-4.1,61,195.4,113.0,1024,Rain,Storm,Critical,6.7,92,Emergency,Evacuation Support
REC_2274,2024-02-13,2024,2,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,31.3,41,24.6,9.7,1043,Cloudy,None,Low,6.6,35,Normal,No Action
REC_2275,2023-09-23,2023,9,Mumbai,Maharashtra,India,19.076,72.8777,-6.4,45,184.8,6.2,990,Thunderstorm,Cyclone,Medium,7.0,21,Watch,Monitor
REC_2276,2023-07-22,2023,7,Singapore,Singapore,Singapore,1.3521,103.8198,17.7,69,76.2,8.0,967,Fog,None,Low,7.5,63,Normal,No Action
REC_2277,2024-08-30,2024,8,Sydney,NSW,Australia,-33.8688,151.2093,21.4,50,26.6,82.1,988,Thunderstorm,Cyclone,Medium,1.3,93,Watch,Monitor
REC_2278,2024-08-30,2024,8,Cairo,Cairo,Egypt,30.0444,31.2357,-5.9,100,101.0,10.6,961,Rain,Cyclone,Medium,3.9,21,Watch,Monitor
REC_2279,2023-06-12,2023,6,Cairo,Cairo,Egypt,30.0444,31.2357,41.3,21,33.2,100.9,963,Rain,Storm,High,8.3,29,Warning,Alert Public
REC_2280,2024-10-25,2024,10,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-8.2,75,47.7,89.9,998,Thunderstorm,Cyclone,High,9.9,38,Warning,Alert Public
REC_2281,2024-06-13,2024,6,Cape Town,Western Cape,South Africa,-33.9249,18.4241,14.2,65,100.7,90.5,1024,Thunderstorm,Cyclone,High,5.8,79,Warning,Alert Public
REC_2282,2024-02-25,2024,2,Moscow,Moscow,Russia,55.7558,37.6173,4.1,36,45.7,48.7,1043,Clear,None,Low,2.8,91,Normal,No Action
REC_2283,2024-12-01,2024,12,Beijing,Beijing,China,39.9042,116.4074,22.7,50,63.4,94.7,989,Thunderstorm,Storm,Medium,2.7,68,Watch,Monitor
REC_2284,2023-03-02,2023,3,New York,New York,USA,40.7128,-74.006,16.3,20,48.8,36.2,1007,Thunderstorm,None,Low,2.6,31,Normal,No Action
REC_2285,2023-06-21,2023,6,Moscow,Moscow,Russia,55.7558,37.6173,-3.8,91,51.1,66.4,980,Clear,None,Low,9.7,83,Normal,No Action
REC_2286,2024-10-06,2024,10,New York,New York,USA,40.7128,-74.006,10.1,55,98.0,2.8,1048,Fog,Landslide,Medium,2.8,28,Watch,Monitor
REC_2287,2024-04-25,2024,4,London,England,UK,51.5074,-0.1278,26.9,40,111.8,11.0,975,Thunderstorm,Cyclone,Critical,4.7,72,Emergency,Evacuation Support
REC_2288,2024-10-24,2024,10,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,6.6,57,65.9,93.7,959,Rain,Cyclone,High,1.5,69,Warning,Alert Public
REC_2289,2023-11-29,2023,11,Los Angeles,California,USA,34.0522,-118.2437,12.3,43,157.7,79.2,1029,Rain,None,Low,3.3,49,Normal,No Action
REC_2290,2023-06-12,2023,6,Mumbai,Maharashtra,India,19.076,72.8777,36.2,100,193.4,32.2,996,Fog,None,Low,6.0,94,Normal,No Action
REC_2291,2024-12-05,2024,12,Cairo,Cairo,Egypt,30.0444,31.2357,6.1,46,174.8,17.2,954,Rain,Flood,Critical,2.3,72,Emergency,Evacuation Support
REC_2292,2024-07-18,2024,7,Los Angeles,California,USA,34.0522,-118.2437,32.0,97,140.6,1.5,971,Thunderstorm,Flood,Critical,9.7,31,Emergency,Evacuation Support
REC_2293,2023-11-13,2023,11,Moscow,Moscow,Russia,55.7558,37.6173,13.1,45,16.2,44.8,1021,Rain,None,Low,2.0,16,Normal,No Action
REC_2294,2023-01-30,2023,1,Cape Town,Western Cape,South Africa,-33.9249,18.4241,13.2,72,198.6,119.8,977,Rain,Flood,Critical,9.8,5,Emergency,Evacuation Support
REC_2295,2023-04-19,2023,4,Beijing,Beijing,China,39.9042,116.4074,34.9,52,16.6,12.9,1022,Thunderstorm,None,Low,7.8,5,Normal,No Action
REC_2296,2024-11-30,2024,11,Sydney,NSW,Australia,-33.8688,151.2093,40.9,25,51.1,74.0,1033,Clear,None,Low,5.9,69,Normal,No Action
REC_2297,2024-02-29,2024,2,Mumbai,Maharashtra,India,19.076,72.8777,33.7,67,43.6,50.2,1021,Snow,None,Low,1.9,87,Normal,No Action
REC_2298,2023-02-14,2023,2,Singapore,Singapore,Singapore,1.3521,103.8198,21.4,87,67.0,53.2,996,Thunderstorm,Cyclone,High,5.1,60,Warning,Alert Public
REC_2299,2024-11-16,2024,11,Dubai,Dubai,UAE,25.2048,55.2708,25.2,73,132.7,102.0,1043,Rain,Flood,Critical,9.9,45,Emergency,Evacuation Support
REC_2300,2024-10-16,2024,10,Dubai,Dubai,UAE,25.2048,55.2708,39.0,53,133.4,29.0,1014,Thunderstorm,Landslide,Critical,5.6,55,Emergency,Evacuation Support
REC_2301,2024-02-28,2024,2,Sydney,NSW,Australia,-33.8688,151.2093,10.5,54,147.3,23.3,990,Snow,Landslide,High,4.4,76,Warning,Alert Public
REC_2302,2024-03-12,2024,3,Moscow,Moscow,Russia,55.7558,37.6173,20.8,51,170.1,111.9,996,Thunderstorm,Storm,High,2.5,45,Warning,Alert Public
REC_2303,2024-07-30,2024,7,Beijing,Beijing,China,39.9042,116.4074,32.7,22,41.4,55.0,1041,Snow,None,Low,3.6,86,Normal,No Action
REC_2304,2024-10-03,2024,10,Moscow,Moscow,Russia,55.7558,37.6173,-9.5,73,79.1,105.9,1043,Rain,Storm,High,4.4,27,Warning,Alert Public
REC_2305,2023-07-21,2023,7,Los Angeles,California,USA,34.0522,-118.2437,41.8,46,175.5,9.7,1050,Snow,None,Low,5.0,36,Normal,No Action
REC_2306,2024-03-29,2024,3,Cape Town,Western Cape,South Africa,-33.9249,18.4241,11.3,35,87.8,45.5,987,Cloudy,None,Low,7.7,92,Normal,No Action
REC_2307,2024-06-14,2024,6,Beijing,Beijing,China,39.9042,116.4074,32.8,34,19.0,94.3,1016,Rain,Cyclone,Critical,0.7,39,Emergency,Evacuation Support
REC_2308,2023-03-28,2023,3,Moscow,Moscow,Russia,55.7558,37.6173,3.4,31,68.7,98.8,1043,Rain,Storm,Medium,3.5,30,Watch,Monitor
REC_2309,2024-11-28,2024,11,Singapore,Singapore,Singapore,1.3521,103.8198,31.6,72,87.6,97.8,1036,Rain,Cyclone,Medium,0.7,24,Watch,Monitor
REC_2310,2023-06-02,2023,6,Los Angeles,California,USA,34.0522,-118.2437,0.3,68,60.7,39.5,988,Thunderstorm,None,Low,7.7,30,Normal,No Action
REC_2311,2023-10-23,2023,10,Cairo,Cairo,Egypt,30.0444,31.2357,-8.7,81,180.8,31.1,971,Snow,None,Low,5.8,72,Normal,No Action
REC_2312,2024-03-11,2024,3,Beijing,Beijing,China,39.9042,116.4074,38.3,56,34.2,85.5,1038,Rain,Storm,Medium,1.5,45,Watch,Monitor
REC_2313,2024-01-05,2024,1,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,28.0,96,30.7,39.0,967,Fog,None,Low,7.4,19,Normal,No Action
REC_2314,2023-10-31,2023,10,Los Angeles,California,USA,34.0522,-118.2437,-8.3,23,82.9,107.1,1017,Thunderstorm,Cyclone,High,9.7,12,Warning,Alert Public
REC_2315,2024-12-05,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,25.7,41,158.6,82.1,1034,Rain,Cyclone,Medium,3.0,72,Watch,Monitor
REC_2316,2024-03-11,2024,3,Paris,Ile-de-France,France,48.8566,2.3522,-2.8,53,123.0,41.8,955,Thunderstorm,Flood,High,9.1,80,Warning,Alert Public
REC_2317,2024-05-01,2024,5,Moscow,Moscow,Russia,55.7558,37.6173,23.1,65,134.5,114.8,1026,Rain,Storm,High,7.0,20,Warning,Alert Public
REC_2318,2023-03-03,2023,3,London,England,UK,51.5074,-0.1278,7.7,56,143.5,44.8,994,Rain,Landslide,Medium,4.6,36,Watch,Monitor
REC_2319,2023-03-12,2023,3,Moscow,Moscow,Russia,55.7558,37.6173,-5.2,17,42.4,100.4,976,Rain,Storm,Critical,3.2,28,Emergency,Evacuation Support
REC_2320,2023-07-04,2023,7,Paris,Ile-de-France,France,48.8566,2.3522,18.3,73,148.4,24.0,1027,Thunderstorm,Flood,Critical,9.6,68,Emergency,Evacuation Support
REC_2321,2024-07-07,2024,7,Tokyo,Tokyo,Japan,35.6762,139.6503,7.1,66,35.1,0.0,1018,Clear,Heatwave,Critical,4.9,82,Emergency,Evacuation Support
